date,permno,dn_gold,dn_not_gold,r,rf,r_mkt,r_gld,date1,firm name
19267,86341,1,0,-0.030528,1.53E-06,-0.010423535,-0.029437,2012m10,ANGLOGOLD ASHANTI LTD
19298,86341,1,0,-0.086912,2.78E-06,0.00651237,-0.004675,2012m11,ANGLOGOLD ASHANTI LTD
19328,86341,1,0,0.012916,3.19E-06,0.012589275,-0.024267,2012m12,ANGLOGOLD ASHANTI LTD
19359,86341,1,0,-0.10679,5.56E-07,0.054154016,-0.005064,2013m1,ANGLOGOLD ASHANTI LTD
19390,86341,1,0,-0.134904,1.11E-06,0.00837254,-0.050868,2013m2,ANGLOGOLD ASHANTI LTD
19418,86341,1,0,-0.026137,2.36E-06,0.035316341,0.009608,2013m3,ANGLOGOLD ASHANTI LTD
19449,86341,1,0,-0.171974,9.72E-07,0.014946403,-0.075743,2013m4,ANGLOGOLD ASHANTI LTD
19479,86341,1,0,-0.067013,9.72E-07,0.019178808,-0.061988,2013m5,ANGLOGOLD ASHANTI LTD
19510,86341,1,0,-0.211687,5.56E-07,-0.015042944,-0.110588,2013m6,ANGLOGOLD ASHANTI LTD
19540,86341,1,0,-0.079021,1.39E-07,0.05263016,0.074301,2013m7,ANGLOGOLD ASHANTI LTD
19571,86341,1,0,0.015186,2.78E-07,-0.025734028,0.052047,2013m8,ANGLOGOLD ASHANTI LTD
19602,86341,1,0,-0.006731,6.94E-07,0.03750895,-0.047838,2013m9,ANGLOGOLD ASHANTI LTD
19632,86341,1,0,0.137048,6.94E-07,0.035732113,-0.003433,2013m10,ANGLOGOLD ASHANTI LTD
19663,86341,1,0,-0.1,9.72E-07,0.023912761,-0.055112,2013m11,ANGLOGOLD ASHANTI LTD
19693,86341,1,0,-0.137601,1.53E-06,0.026196547,-0.037945,2013m12,ANGLOGOLD ASHANTI LTD
19724,86341,1,0,0.249147,4.17E-07,-0.029955011,0.034189,2014m1,ANGLOGOLD ASHANTI LTD
19755,86341,1,0,0.20082,8.33E-07,0.04628982,0.062703,2014m2,ANGLOGOLD ASHANTI LTD
19783,86341,1,0,-0.028441,1.25E-06,0.004435728,-0.031421,2014m3,ANGLOGOLD ASHANTI LTD
19814,86341,1,0,0.059719,8.33E-07,0.001423084,0.004935,2014m4,ANGLOGOLD ASHANTI LTD
19844,86341,1,0,-0.127624,5.56E-07,0.020251282,-0.03051,2014m5,ANGLOGOLD ASHANTI LTD
19875,86341,1,0,0.08993,1.11E-06,0.028027399,0.06319,2014m6,ANGLOGOLD ASHANTI LTD
19905,86341,1,0,-0.001162,4.17E-07,-0.020529615,-0.036317,2014m7,ANGLOGOLD ASHANTI LTD
19936,86341,1,0,-0.000582,2.08E-07,0.040290773,0.003809,2014m8,ANGLOGOLD ASHANTI LTD
19967,86341,1,0,-0.301513,5.56E-07,-0.025125347,-0.061763,2014m9,ANGLOGOLD ASHANTI LTD
19997,86341,1,0,-0.310833,4.17E-07,0.037308317,-0.030548,2014m10,ANGLOGOLD ASHANTI LTD
20028,86341,1,0,0.035067,2.78E-07,0.020212194,-0.004882,2014m11,ANGLOGOLD ASHANTI LTD
20058,86341,1,0,0.016355,1.11E-06,-0.003581473,0.013112,2014m12,ANGLOGOLD ASHANTI LTD
20089,86341,1,0,0.422989,4.17E-07,-0.027105996,0.086899,2015m1,ANGLOGOLD ASHANTI LTD
20120,86341,1,0,-0.089661,4.17E-07,0.056000657,-0.059052,2015m2,ANGLOGOLD ASHANTI LTD
20148,86341,1,0,-0.171251,6.94E-07,-0.010326237,-0.021522,2015m3,ANGLOGOLD ASHANTI LTD
20179,86341,1,0,0.213062,6.94E-07,0.008638754,-0.001672,2015m4,ANGLOGOLD ASHANTI LTD
20209,86341,1,0,-0.154457,-1.39E-07,0.010356373,0.005552,2015m5,ANGLOGOLD ASHANTI LTD
20240,86341,1,0,-0.065762,2.78E-07,-0.019239653,-0.015162,2015m6,ANGLOGOLD ASHANTI LTD
20270,86341,1,0,-0.316201,1.39E-07,0.012304676,-0.06621,2015m7,ANGLOGOLD ASHANTI LTD
20301,86341,1,0,0.326797,8.33E-07,-0.060059883,0.037072,2015m8,ANGLOGOLD ASHANTI LTD
20332,86341,1,0,0.008621,2.78E-07,-0.033820637,-0.018011,2015m9,ANGLOGOLD ASHANTI LTD
20362,86341,1,0,0.030525,-2.78E-07,0.074186891,0.022834,2015m10,ANGLOGOLD ASHANTI LTD
20393,86341,1,0,-0.241706,2.78E-07,0.006757039,-0.067521,2015m11,ANGLOGOLD ASHANTI LTD
20423,86341,1,0,0.109375,2.78E-06,-0.022346674,-0.004513,2015m12,ANGLOGOLD ASHANTI LTD
20454,86341,1,0,0.194366,3.89E-06,-0.056998283,0.054102,2016m1,ANGLOGOLD ASHANTI LTD
20485,86341,1,0,0.535378,6.25E-06,0.000687268,0.109312,2016m2,ANGLOGOLD ASHANTI LTD
20514,86341,1,0,0.051459,6.25E-06,0.070505328,-0.008429,2016m3,ANGLOGOLD ASHANTI LTD
20545,86341,1,0,0.201607,4.72E-06,0.011831184,0.051088,2016m4,ANGLOGOLD ASHANTI LTD
20575,86341,1,0,-0.183587,4.31E-06,0.014391575,-0.061383,2016m5,ANGLOGOLD ASHANTI LTD
20606,86341,1,0,0.34475,5.00E-06,0.00317322,0.089695,2016m6,ANGLOGOLD ASHANTI LTD
20636,86341,1,0,0.213178,5.14E-06,0.038786817,0.019847,2016m7,ANGLOGOLD ASHANTI LTD
20667,86341,1,0,-0.265632,5.00E-06,0.002798747,-0.032563,2016m8,ANGLOGOLD ASHANTI LTD
20698,86341,1,0,-0.010566,6.81E-06,0.003044502,0.006892,2016m9,ANGLOGOLD ASHANTI LTD
20728,86341,1,0,-0.136935,5.56E-06,-0.027060967,-0.029449,2016m10,ANGLOGOLD ASHANTI LTD
20759,86341,1,0,-0.203785,5.00E-06,0.040418684,-0.083566,2016m11,ANGLOGOLD ASHANTI LTD
20789,86341,1,0,-0.039305,6.94E-06,0.018747913,-0.01915,2016m12,ANGLOGOLD ASHANTI LTD
20820,86341,1,0,0.209324,1.25021E-05,0.022173285,0.054192,2017m1,ANGLOGOLD ASHANTI LTD
20851,86341,1,0,-0.132966,1.30575E-05,0.032628167,0.031848,2017m2,ANGLOGOLD ASHANTI LTD
20879,86341,1,0,-0.013689,1.22239E-05,0.002050097,-0.004277,2017m3,ANGLOGOLD ASHANTI LTD
20910,86341,1,0,0.061281,2.00888E-05,0.00961907,0.017267,2017m4,ANGLOGOLD ASHANTI LTD
20940,86341,1,0,-0.0035,1.83379E-05,0.009357944,-0.001242,2017m5,ANGLOGOLD ASHANTI LTD
20971,86341,1,0,-0.14662,2.02823E-05,0.009678217,-0.021555,2017m6,ANGLOGOLD ASHANTI LTD
21001,86341,1,0,0.030864,2.27848E-05,0.017181421,0.023132,2017m7,ANGLOGOLD ASHANTI LTD
21032,86341,1,0,0.011976,2.68142E-05,0.001612967,0.041988,2017m8,ANGLOGOLD ASHANTI LTD
21063,86341,1,0,-0.083826,2.4981E-05,0.023813292,-0.033699,2017m9,ANGLOGOLD ASHANTI LTD
21093,86341,1,0,0.001076,2.61203E-05,0.02134813,-0.007485,2017m10,ANGLOGOLD ASHANTI LTD
21124,86341,1,0,0.123656,2.68142E-05,0.027409703,0.003563,2017m11,ANGLOGOLD ASHANTI LTD
21154,86341,1,0,-0.02488,3.09857E-05,0.01228676,0.021057,2017m12,ANGLOGOLD ASHANTI LTD
21185,86341,1,0,0.106968,3.47385E-05,0.050687827,0.032349,2018m1,ANGLOGOLD ASHANTI LTD
21216,86341,1,0,-0.171986,3.27896E-05,-0.039435159,-0.02076,2018m2,ANGLOGOLD ASHANTI LTD
21244,86341,1,0,0.022444,3.73765E-05,-0.018494524,0.00632,2018m3,ANGLOGOLD ASHANTI LTD
21275,86341,1,0,-0.053741,4.44721E-05,0.004840275,-0.00954,2018m4,ANGLOGOLD ASHANTI LTD
21305,86341,1,0,-0.040089,4.50243E-05,0.026277516,-0.011959,2018m5,ANGLOGOLD ASHANTI LTD
21336,86341,1,0,-0.047564,4.76707E-05,0.005291238,-0.036149,2018m6,ANGLOGOLD ASHANTI LTD
21366,86341,1,0,0.082826,4.80868E-05,0.031689063,-0.022419,2018m7,ANGLOGOLD ASHANTI LTD
21397,86341,1,0,-0.110236,5.19755E-05,0.030351875,-0.021381,2018m8,ANGLOGOLD ASHANTI LTD
21428,86341,1,0,0.084703,5.29545E-05,0.000479954,-0.006607,2018m9,ANGLOGOLD ASHANTI LTD
21458,86341,1,0,0.096737,5.7962E-05,-0.072749645,0.021195,2018m10,ANGLOGOLD ASHANTI LTD
21489,86341,1,0,0.054198,5.97633E-05,0.044112142,0.003387,2018m11,ANGLOGOLD ASHANTI LTD
21519,86341,1,0,0.265121,6.13007E-05,-0.074872576,0.04942,2018m12,ANGLOGOLD ASHANTI LTD
21550,86341,1,0,0.138645,6.26919E-05,0.08800894,0.028866,2019m1,ANGLOGOLD ASHANTI LTD
21581,86341,1,0,-0.008397,6.58941E-05,0.032714512,-0.006092,2019m2,ANGLOGOLD ASHANTI LTD
21609,86341,1,0,-0.070721,6.49201E-05,0.013366196,-0.015969,2019m3,ANGLOGOLD ASHANTI LTD
21640,86341,1,0,-0.099237,6.43614E-05,0.03786733,-0.006639,2019m4,ANGLOGOLD ASHANTI LTD
21670,86341,1,0,0.126271,6.57441E-05,-0.061593663,0.017574,2019m5,ANGLOGOLD ASHANTI LTD
21701,86341,1,0,0.340105,6.24137E-05,0.067385904,0.080029,2019m6,ANGLOGOLD ASHANTI LTD
21731,86341,1,0,-0.042111,5.40672E-05,0.013151872,0.000075,2019m7,ANGLOGOLD ASHANTI LTD
21762,86341,1,0,0.333529,5.54505E-05,-0.020256182,0.079123,2019m8,ANGLOGOLD ASHANTI LTD
21793,86341,1,0,-0.196923,5.39281E-05,0.015959764,-0.033948,2019m9,ANGLOGOLD ASHANTI LTD
21823,86341,1,0,0.208539,0.000047833,0.020895692,0.025635,2019m10,ANGLOGOLD ASHANTI LTD
21854,86341,1,0,-0.137681,4.09966E-05,0.036646236,-0.032086,2019m11,ANGLOGOLD ASHANTI LTD
21884,86341,1,0,0.173319,4.28025E-05,0.028492387,0.036559,2019m12,ANGLOGOLD ASHANTI LTD
16437,71298,1,0,-0.09744,4.79488E-05,-0.026517818,-0.036073,2005m1,BARRICK GOLD CORP
16468,71298,1,0,0.139067,5.52449E-05,0.022697801,0.030791,2005m2,BARRICK GOLD CORP
16496,71298,1,0,-0.037751,6.83199E-05,-0.016850591,-0.016085,2005m3,BARRICK GOLD CORP
16527,71298,1,0,-0.068447,7.15995E-05,-0.025221592,0.012377,2005m4,BARRICK GOLD CORP
16557,71298,1,0,0.034946,7.34756E-05,0.037993193,-0.039216,2005m5,BARRICK GOLD CORP
16588,71298,1,0,0.088734,7.58995E-05,0.011474352,0.042977,2005m6,BARRICK GOLD CORP
16618,71298,1,0,-0.021175,8.11338E-05,0.04332678,-0.014273,2005m7,BARRICK GOLD CORP
16649,71298,1,0,0.070204,8.83692E-05,-0.006014118,0.013545,2005m8,BARRICK GOLD CORP
16680,71298,1,0,0.107933,9.22463E-05,0.010593397,0.076037,2005m9,BARRICK GOLD CORP
16710,71298,1,0,-0.130809,8.57937E-05,-0.013740895,-0.006424,2005m10,BARRICK GOLD CORP
16741,71298,1,0,0.058218,0.000102214,0.034165464,0.05819,2005m11,BARRICK GOLD CORP
16771,71298,1,0,0.047351,0.000108115,0.003497276,0.050509,2005m12,BARRICK GOLD CORP
16802,71298,1,0,0.128812,0.000109467,0.040057153,0.099263,2006m1,BARRICK GOLD CORP
16833,71298,1,0,-0.130006,0.000114735,-0.001628355,-0.011111,2006m2,BARRICK GOLD CORP
16861,71298,1,0,-0.00475,0.000122255,0.018970178,0.036205,2006m3,BARRICK GOLD CORP
16892,71298,1,0,0.118943,0.000127023,0.013077589,0.12031,2006m4,BARRICK GOLD CORP
16922,71298,1,0,0.007874,0.00012549,-0.0310251,-0.013212,2006m5,BARRICK GOLD CORP
16953,71298,1,0,-0.032996,0.000129768,-0.00031823,-0.046707,2006m6,BARRICK GOLD CORP
16983,71298,1,0,0.040541,0.000122283,-0.009683346,0.031521,2006m7,BARRICK GOLD CORP
17014,71298,1,0,0.087013,0.000137031,0.025151808,-0.013775,2006m8,BARRICK GOLD CORP
17045,71298,1,0,-0.082437,0.000139857,0.019410975,-0.045272,2006m9,BARRICK GOLD CORP
17075,71298,1,0,0.009115,0.000125072,0.034900714,0.012948,2006m10,BARRICK GOLD CORP
17106,71298,1,0,0.017742,0.00014149,0.025525862,0.068891,2006m11,BARRICK GOLD CORP
17136,71298,1,0,-0.023537,0.000143203,0.010861081,-0.018326,2006m12,BARRICK GOLD CORP
17167,71298,1,0,-0.035179,0.000129323,0.019592071,0.025629,2007m1,BARRICK GOLD CORP
17198,71298,1,0,0.00844,0.000135062,-0.014020795,0.025451,2007m2,BARRICK GOLD CORP
17226,71298,1,0,-0.044192,0.000142027,0.012952416,-0.011131,2007m3,BARRICK GOLD CORP
17257,71298,1,0,-0.015412,0.000138453,0.039758045,0.020535,2007m4,BARRICK GOLD CORP
17287,71298,1,0,0.041622,0.000130343,0.038909491,-0.023103,2007m5,BARRICK GOLD CORP
17318,71298,1,0,-0.00206,0.000130377,-0.014821285,-0.019378,2007m6,BARRICK GOLD CORP
17348,71298,1,0,0.131751,0.000116709,-0.031721417,0.02365,2007m7,BARRICK GOLD CORP
17379,71298,1,0,-0.01155,0.000137021,0.01169362,0.011096,2007m8,BARRICK GOLD CORP
17410,71298,1,0,0.238622,0.000114552,0.04083449,0.105081,2007m9,BARRICK GOLD CORP
17440,71298,1,0,0.095581,9.24765E-05,0.028808465,0.069514,2007m10,BARRICK GOLD CORP
17471,71298,1,0,-0.078631,0.000106659,-0.035230383,-0.016535,2007m11,BARRICK GOLD CORP
17501,71298,1,0,0.038015,0.000100275,-0.00436252,0.066477,2007m12,BARRICK GOLD CORP
17532,71298,1,0,0.223306,7.27023E-05,-0.062072419,0.108416,2008m1,BARRICK GOLD CORP
17563,71298,1,0,0.009915,4.32206E-05,-0.021622278,0.052298,2008m2,BARRICK GOLD CORP
17592,71298,1,0,-0.163619,5.68492E-05,-0.010335678,-0.059992,2008m3,BARRICK GOLD CORP
17623,71298,1,0,-0.111162,3.29297E-05,0.051065568,-0.041588,2008m4,BARRICK GOLD CORP
17653,71298,1,0,0.048421,2.90371E-05,0.023818126,0.009232,2008m5,BARRICK GOLD CORP
17684,71298,1,0,0.129312,5.46236E-05,-0.078533299,0.045169,2008m6,BARRICK GOLD CORP
17714,71298,1,0,-0.069231,4.18265E-05,-0.013053237,-0.014442,2008m7,BARRICK GOLD CORP
17745,71298,1,0,-0.179929,4.183E-05,0.010535574,-0.092917,2008m8,BARRICK GOLD CORP
17776,71298,1,0,0.057875,4.43321E-05,-0.098912783,0.041121,2008m9,BARRICK GOLD CORP
17806,71298,1,0,-0.381056,1.54194E-05,-0.26823696,-0.161397,2008m10,BARRICK GOLD CORP
17837,71298,1,0,0.30431,3.40E-06,-0.060760938,0.125736,2008m11,BARRICK GOLD CORP
17867,71298,1,0,0.248133,9.72E-07,0.022324005,0.077325,2008m12,BARRICK GOLD CORP
17898,71298,1,0,0.019581,4.17E-07,-0.078490332,0.055363,2009m1,BARRICK GOLD CORP
17929,71298,1,0,-0.194452,4.17E-06,-0.10050758,0.014456,2009m2,BARRICK GOLD CORP
17957,71298,1,0,0.07351,4.44E-06,0.087015815,-0.02537,2009m3,BARRICK GOLD CORP
17988,71298,1,0,-0.102406,3.75E-06,0.10942493,-0.033341,2009m4,BARRICK GOLD CORP
18018,71298,1,0,0.315464,1.25E-06,0.067855343,0.102326,2009m5,BARRICK GOLD CORP
18049,71298,1,0,-0.11896,4.17E-06,-0.003095992,-0.052183,2009m6,BARRICK GOLD CORP
18079,71298,1,0,0.040239,3.47E-06,0.081810951,0.023799,2009m7,BARRICK GOLD CORP
18110,71298,1,0,-0.005731,3.75E-06,0.031335082,0.000536,2009m8,BARRICK GOLD CORP
18141,71298,1,0,0.092219,3.47E-06,0.045273893,0.058351,2009m9,BARRICK GOLD CORP
18171,71298,1,0,-0.051979,1.25E-06,-0.031813566,0.037228,2009m10,BARRICK GOLD CORP
18202,71298,1,0,0.19371,8.33E-07,0.05139517,0.127865,2009m11,BARRICK GOLD CORP
18232,71298,1,0,-0.077536,2.50E-06,0.028345333,-0.072034,2009m12,BARRICK GOLD CORP
18263,71298,1,0,-0.115795,1.53E-06,-0.037133396,-0.01258,2010m1,BARRICK GOLD CORP
18294,71298,1,0,0.081562,4.17E-07,0.034774009,0.032748,2010m2,BARRICK GOLD CORP
18322,71298,1,0,0.018056,2.64E-06,0.063639559,-0.004386,2010m3,BARRICK GOLD CORP
18353,71298,1,0,0.135889,4.03E-06,0.02006969,0.058834,2010m4,BARRICK GOLD CORP
18383,71298,1,0,-0.029162,4.17E-06,-0.0792135,0.030522,2010m5,BARRICK GOLD CORP
18414,71298,1,0,0.079135,4.44E-06,-0.05082589,0.023545,2010m6,BARRICK GOLD CORP
18444,71298,1,0,-0.094913,3.75E-06,0.070217036,-0.050871,2010m7,BARRICK GOLD CORP
18475,71298,1,0,0.140633,4.17E-06,-0.042918108,0.057061,2010m8,BARRICK GOLD CORP
18506,71298,1,0,-0.010051,4.72E-06,0.091566809,0.047756,2010m9,BARRICK GOLD CORP
18536,71298,1,0,0.038885,4.31E-06,0.037957888,0.036823,2010m10,BARRICK GOLD CORP
18567,71298,1,0,0.076523,4.03E-06,0.008776129,0.021113,2010m11,BARRICK GOLD CORP
18597,71298,1,0,0.029622,4.72E-06,0.067283355,0.024369,2010m12,BARRICK GOLD CORP
18628,71298,1,0,-0.106619,1.53E-06,0.019074835,-0.063798,2011m1,BARRICK GOLD CORP
18659,71298,1,0,0.114292,4.17E-06,0.038132824,0.059991,2011m2,BARRICK GOLD CORP
18687,71298,1,0,-0.017228,3.75E-06,0.003429908,0.015974,2011m3,BARRICK GOLD CORP
18718,71298,1,0,-0.017338,1.81E-06,0.028691143,0.089447,2011m4,BARRICK GOLD CORP
18748,71298,1,0,-0.061361,8.33E-07,-0.014824625,-0.017917,2011m5,BARRICK GOLD CORP
18779,71298,1,0,-0.051717,1.25E-06,-0.018264329,-0.024318,2011m6,BARRICK GOLD CORP
18809,71298,1,0,0.050342,5.56E-07,-0.022433277,0.084171,2011m7,BARRICK GOLD CORP
18840,71298,1,0,0.069371,5.00E-06,-0.057314355,0.122749,2011m8,BARRICK GOLD CORP
18871,71298,1,0,-0.080788,4.17E-07,-0.084963292,-0.110623,2011m9,BARRICK GOLD CORP
18901,71298,1,0,0.061093,5.56E-07,0.077098571,0.058712,2011m10,BARRICK GOLD CORP
18932,71298,1,0,0.071313,6.94E-07,-0.025843721,0.016673,2011m11,BARRICK GOLD CORP
18962,71298,1,0,-0.144289,1.67E-07,0.003712904,-0.106624,2011m12,BARRICK GOLD CORP
18993,71298,1,0,0.088619,4.17E-07,0.054102685,0.113955,2012m1,BARRICK GOLD CORP
19024,71298,1,0,-0.028015,1.67E-06,0.041180659,-0.029673,2012m2,BARRICK GOLD CORP
19053,71298,1,0,-0.089043,1.11E-06,0.024026984,-0.013184,2012m3,BARRICK GOLD CORP
19084,71298,1,0,-0.070147,9.72E-07,-0.006807001,-0.00148,2012m4,BARRICK GOLD CORP
19114,71298,1,0,-0.028939,1.81E-06,-0.06588918,-0.06338,2012m5,BARRICK GOLD CORP
19145,71298,1,0,-0.038146,8.33E-07,0.038209856,0.023546,2012m6,BARRICK GOLD CORP
19175,71298,1,0,-0.124834,9.72E-07,0.01029374,0.008377,2012m7,BARRICK GOLD CORP
19206,71298,1,0,0.177616,1.39E-06,0.0262923,0.049396,2012m8,BARRICK GOLD CORP
19237,71298,1,0,0.084112,2.36E-06,0.026509769,0.046706,2012m9,BARRICK GOLD CORP
19267,71298,1,0,-0.030172,1.53E-06,-0.010423535,-0.029437,2012m10,BARRICK GOLD CORP
19298,71298,1,0,-0.142469,2.78E-06,0.00651237,-0.004675,2012m11,BARRICK GOLD CORP
19328,71298,1,0,0.013901,3.19E-06,0.012589275,-0.024267,2012m12,BARRICK GOLD CORP
19359,71298,1,0,-0.08826,5.56E-07,0.054154016,-0.005064,2013m1,BARRICK GOLD CORP
19390,71298,1,0,-0.046366,1.11E-06,0.00837254,-0.050868,2013m2,BARRICK GOLD CORP
19418,71298,1,0,-0.027778,2.36E-06,0.035316341,0.009608,2013m3,BARRICK GOLD CORP
19449,71298,1,0,-0.329592,9.72E-07,0.014946403,-0.075743,2013m4,BARRICK GOLD CORP
19479,71298,1,0,0.081685,9.72E-07,0.019178808,-0.061988,2013m5,BARRICK GOLD CORP
19510,71298,1,0,-0.254735,5.56E-07,-0.015042944,-0.110588,2013m6,BARRICK GOLD CORP
19540,71298,1,0,0.078145,1.39E-07,0.05263016,0.074301,2013m7,BARRICK GOLD CORP
19571,71298,1,0,0.131408,2.78E-07,-0.025734028,0.052047,2013m8,BARRICK GOLD CORP
19602,71298,1,0,-0.027676,6.94E-07,0.03750895,-0.047838,2013m9,BARRICK GOLD CORP
19632,71298,1,0,0.041353,6.94E-07,0.035732113,-0.003433,2013m10,BARRICK GOLD CORP
19663,71298,1,0,-0.146983,9.72E-07,0.023912761,-0.055112,2013m11,BARRICK GOLD CORP
19693,71298,1,0,0.069133,1.53E-06,0.026196547,-0.037945,2013m12,BARRICK GOLD CORP
19724,71298,1,0,0.093591,4.17E-07,-0.029955011,0.034189,2014m1,BARRICK GOLD CORP
19755,71298,1,0,0.059647,8.33E-07,0.04628982,0.062703,2014m2,BARRICK GOLD CORP
19783,71298,1,0,-0.125123,1.25E-06,0.004435728,-0.031421,2014m3,BARRICK GOLD CORP
19814,71298,1,0,-0.020191,8.33E-07,0.001423084,0.004935,2014m4,BARRICK GOLD CORP
19844,71298,1,0,-0.074986,5.56E-07,0.020251282,-0.03051,2014m5,BARRICK GOLD CORP
19875,71298,1,0,0.13594,1.11E-06,0.028027399,0.06319,2014m6,BARRICK GOLD CORP
19905,71298,1,0,-0.012022,4.17E-07,-0.020529615,-0.036317,2014m7,BARRICK GOLD CORP
19936,71298,1,0,0.019911,2.08E-07,0.040290773,0.003809,2014m8,BARRICK GOLD CORP
19967,71298,1,0,-0.202828,5.56E-07,-0.025125347,-0.061763,2014m9,BARRICK GOLD CORP
19997,71298,1,0,-0.190314,4.17E-07,0.037308317,-0.030548,2014m10,BARRICK GOLD CORP
20028,71298,1,0,0.005897,2.78E-07,0.020212194,-0.004882,2014m11,BARRICK GOLD CORP
20058,71298,1,0,-0.095879,1.11E-06,-0.003581473,0.013112,2014m12,BARRICK GOLD CORP
20089,71298,1,0,0.188837,4.17E-07,-0.027105996,0.086899,2015m1,BARRICK GOLD CORP
20120,71298,1,0,0.022692,4.17E-07,0.056000657,-0.059052,2015m2,BARRICK GOLD CORP
20148,71298,1,0,-0.158218,6.94E-07,-0.010326237,-0.021522,2015m3,BARRICK GOLD CORP
20179,71298,1,0,0.187956,6.94E-07,0.008638754,-0.001672,2015m4,BARRICK GOLD CORP
20209,71298,1,0,-0.085254,-1.39E-07,0.010356373,0.005552,2015m5,BARRICK GOLD CORP
20240,71298,1,0,-0.10118,2.78E-07,-0.019239653,-0.015162,2015m6,BARRICK GOLD CORP
20270,71298,1,0,-0.337711,1.39E-07,0.012304676,-0.06621,2015m7,BARRICK GOLD CORP
20301,71298,1,0,-0.012748,8.33E-07,-0.060059883,0.037072,2015m8,BARRICK GOLD CORP
20332,71298,1,0,-0.084892,2.78E-07,-0.033820637,-0.018011,2015m9,BARRICK GOLD CORP
20362,71298,1,0,0.209119,-2.78E-07,0.074186891,0.022834,2015m10,BARRICK GOLD CORP
20393,71298,1,0,-0.042913,2.78E-07,0.006757039,-0.067521,2015m11,BARRICK GOLD CORP
20423,71298,1,0,0.00545,2.78E-06,-0.022346674,-0.004513,2015m12,BARRICK GOLD CORP
20454,71298,1,0,0.342818,3.89E-06,-0.056998283,0.054102,2016m1,BARRICK GOLD CORP
20485,71298,1,0,0.403633,6.25E-06,0.000687268,0.109312,2016m2,BARRICK GOLD CORP
20514,71298,1,0,-0.022318,6.25E-06,0.070505328,-0.008429,2016m3,BARRICK GOLD CORP
20545,71298,1,0,0.426362,4.72E-06,0.011831184,0.051088,2016m4,BARRICK GOLD CORP
20575,71298,1,0,-0.133196,4.31E-06,0.014391575,-0.061383,2016m5,BARRICK GOLD CORP
20606,71298,1,0,0.273107,5.00E-06,0.00317322,0.089695,2016m6,BARRICK GOLD CORP
20636,71298,1,0,0.023888,5.14E-06,0.038786817,0.019847,2016m7,BARRICK GOLD CORP
20667,71298,1,0,-0.220952,5.00E-06,0.002798747,-0.032563,2016m8,BARRICK GOLD CORP
20698,71298,1,0,0.04174,6.81E-06,0.003044502,0.006892,2016m9,BARRICK GOLD CORP
20728,71298,1,0,-0.007336,5.56E-06,-0.027060967,-0.029449,2016m10,BARRICK GOLD CORP
20759,71298,1,0,-0.144969,5.00E-06,0.040418684,-0.083566,2016m11,BARRICK GOLD CORP
20789,71298,1,0,0.063915,6.94E-06,0.018747913,-0.01915,2016m12,BARRICK GOLD CORP
20820,71298,1,0,0.153942,1.25021E-05,0.022173285,0.054192,2017m1,BARRICK GOLD CORP
20851,71298,1,0,0.009219,1.30575E-05,0.032628167,0.031848,2017m2,BARRICK GOLD CORP
20879,71298,1,0,0.022067,1.22239E-05,0.002050097,-0.004277,2017m3,BARRICK GOLD CORP
20910,71298,1,0,-0.119537,2.00888E-05,0.00961907,0.017267,2017m4,BARRICK GOLD CORP
20940,71298,1,0,-0.008971,1.83379E-05,0.009357944,-0.001242,2017m5,BARRICK GOLD CORP
20971,71298,1,0,-0.03809,2.02823E-05,0.009678217,-0.021555,2017m6,BARRICK GOLD CORP
21001,71298,1,0,0.062854,2.27848E-05,0.017181421,0.023132,2017m7,BARRICK GOLD CORP
21032,71298,1,0,0.065642,2.68142E-05,0.001612967,0.041988,2017m8,BARRICK GOLD CORP
21063,71298,1,0,-0.105614,2.4981E-05,0.023813292,-0.033699,2017m9,BARRICK GOLD CORP
21093,71298,1,0,-0.101927,2.61203E-05,0.02134813,-0.007485,2017m10,BARRICK GOLD CORP
21124,71298,1,0,-0.044291,2.68142E-05,0.027409703,0.003563,2017m11,BARRICK GOLD CORP
21154,71298,1,0,0.050073,3.09857E-05,0.01228676,0.021057,2017m12,BARRICK GOLD CORP
21185,71298,1,0,-0.00622,3.47385E-05,0.050687827,0.032349,2018m1,BARRICK GOLD CORP
21216,71298,1,0,-0.196801,3.27896E-05,-0.039435159,-0.02076,2018m2,BARRICK GOLD CORP
21244,71298,1,0,0.080729,3.73765E-05,-0.018494524,0.00632,2018m3,BARRICK GOLD CORP
21275,71298,1,0,0.081928,4.44721E-05,0.004840275,-0.00954,2018m4,BARRICK GOLD CORP
21305,71298,1,0,-0.01856,4.50243E-05,0.026277516,-0.011959,2018m5,BARRICK GOLD CORP
21336,71298,1,0,-0.004549,4.76707E-05,0.005291238,-0.036149,2018m6,BARRICK GOLD CORP
21366,71298,1,0,-0.147753,4.80868E-05,0.031689063,-0.022419,2018m7,BARRICK GOLD CORP
21397,71298,1,0,-0.06613,5.19755E-05,0.030351875,-0.021381,2018m8,BARRICK GOLD CORP
21428,71298,1,0,0.06334,5.29545E-05,0.000479954,-0.006607,2018m9,BARRICK GOLD CORP
21458,71298,1,0,0.132672,5.7962E-05,-0.072749645,0.021195,2018m10,BARRICK GOLD CORP
21489,71298,1,0,0.018327,5.97633E-05,0.044112142,0.003387,2018m11,BARRICK GOLD CORP
21519,71298,1,0,0.067451,6.13007E-05,-0.074872576,0.04942,2018m12,BARRICK GOLD CORP
